ἀργύριον,1
πράξασθαι,1
ἀποκτενῶ,1
νόμος,1
ὅν,1
παραβαίνων,1
ἡδονῶν,1
ἐποιήσω,1
εἵλου,1
ἁμάρτημα,1
ἐξαμαρτάνειν,1
πείθεσθαι,1
κόσμιος,1
ἔτυχεν,1
ὧνπερ,1
πράττοντας,1
εἰσαρπασθείς,1
ὁδοῦ,1
ἑστίαν,1
καταφυγών,1
λέγουσι,1
πῶς,1
πληγείς,1
κατέπεσεν,1
περιέστρεψα,1
ἦσαν,1
τοσοῦτοι,1
διαφυγεῖν,1
ἐδύνατο,1
σίδηρον,1
ξύλον,1
ἄλλο,1
ἔχων,1
εἰσελθόντας,1
ἠμύνατο,1
ὁμολογοῦσι,1
ἐχθρούς,1
λέγειν,1
ἀληθῆ,1
αὐτοί,1
ψευδόμενοι,1
μηχανώμενοι,1
ὀργάς,1
ἀκούουσι,1
πραττόντων,1
παρασκευάζουσι,1
ἠμφεσβήτει,1
ὅπως,1
ἀποθάνῃ,1
ἱκέτευεν,1
ἀποτίνειν,1
ἕτοιμος,1
τιμήματι,1
συνεχώρουν,1
ἠξίουν,1
κυριώτερον,1
ἔλαβον,1
ὑμεῖς,1
δικαιοτάτην,1
ἡγησάμενοι,1
ἐπιτηδεύουσιν,1
ἐτάξατε,1
στήλης,1
δικαστηρίῳ,1
πάγου,1
πάτριόν,1
ἡμῶν,1
φόνου,1
δικάζειν,1
διαρρήδην,1
εἴρηται,1
καταγιγνώσκειν,1
φόνον,1
δάμαρτι,1
ἑαυτοῦ,1
ποιήσηται,1
σφόδρα,1
νομοθέτης,1
γυναιξί,1
ἀξίαις,1
ἐπέθηκε,1
δῆλον,1
τινα,1
μείζω,1
ἐποίησεν,1
ἰσχυροτέραν,1
ἐκείναις,1
ἐξευρεῖν,1
ἠξίωσε,1
γίγνεσθαι,1
ἀκούετε,1
κελεύει,1
ἐλεύθερον,1
παῖδα,1
αἰσχύνῃ,1
ὀφείλειν,1
αἷσπερ,1
ἀποκτείνειν,1
ἔξεστιν,1
ἐνέχεσθαι,1
βιαζομένους,1
πείθοντας,1
κατέγνω,1
διαπραττομένους,1
βιασθέντων,1
μισεῖσθαι,1
πείσαντας,1
ψυχάς,1
διαφθείρειν,1
ὥστ',1
οἰκειοτέρας,1
αὑτοῖς,1
ἀνδράσι,1
πᾶσαν,1
ἐκείνοις,1
ἀδήλους,1
ὁποτέρων,1
τυγχάνουσιν,1
ὄντες,1
ἀνδρῶν,1
μοιχῶν,1
ἀνθ',1
τιθείς,1
ζημίαν,1
ἀπεγνωκότες,1
εἰσί,1
κεκελευκότες,1
χρή,1
ἰσχυρούς,1
πάσας,1
πόλεις,1
τοῦτο,1
τίθεσθαι,1
ἀπορῶμεν,1
σκεψώμεθα,1
ποιητέον,1
ἐστίν,1
παρακελεύονται,1
μοιχοῖς,1
ποιήσετε,1
κλέπτας,1
ἐπαρεῖτε,1
φάσκειν,1
μοιχούς,1
εἰδότας,1
αἰτίαν,1
λέγωσι,1
φάσκωσιν,1
εἰσιέναι,1
οὐδείς,1
ἅψεται,1
εἴσονται,1
μοιχείας,1
χαίρειν,1
ἐᾶν,1
ψῆφον,1
ὑμετέραν,1
δεδιέναι,1
κυριωτάτη,1
κατηγοροῦσι,1
ἡμέρᾳ,1
ἐκέλευσα,1
νεανίσκον,1
δίκαιον,1
διαφθείραντα,1
λαμβάνων,1
εἰρημένων,1
ἔργου,1
γεγενημένου,1
ἠδίκουν,1
διαπεπραγμένων,1
εἰσεληλυθότος,1
ἐλάμβανον,1
σωφρονεῖν,1
ἐμαυτόν,1
ψεύδονται,1
ῥᾳδίως,1
τῶνδε,1
γνώσεσθε,1
ὅπερ,1
οἰκείως,1
διακείμενος,1
ἀπαντήσας,1
δυσμάς,1
συνεδείπνει,1
ἐνθυμήθητε,1
ἐπεβούλευον,1
κρεῖττον,1
ἑτέρωθι,1
δειπνεῖν,1
συνδειπνήσοντά,1
εἰσαγαγεῖν,1
ἐτόλμησεν,1
εἰσελθεῖν,1
συνδειπνοῦντα,1
ἀφείς,1
μόνος,1
καταλειφθῆναι,1
ἔρημος,1
κελεύειν,1
μεῖναι,1
μετ',1
ἐτιμωρεῖτο,1
ἐπιτηδείοις,1
μεθ',1
κελεῦσαι,1
αὐτούς,1
συλλεγῆναι,1
του,1
φίλων,1
ἐγγυτάτω,1
τάχιστα,1
ᾐσθόμην,1
νυκτός,1
περιτρέχειν,1
καταλήψομαι,1
δεῖνα,1
ἦλθον,1
ὄντας,1
καίτοιγε,1
προῄδη,1
θεράποντας,1
παρασκευάσασθαι,1
φίλοις,1
ἵν',1
ἀσφαλέστατα,1
εἰσῄα,1
ᾔδη,1
πλείστων,1
ἐποιούμην,1
ἐσομένων,1
παρέλαβον,1
ἀκηκόατε,1
ζητοῦντες,1
οὐδεμίαν,1
εὑρήσετε,1
συκοφαντῶν,1
γραφάς,1
ἐγράψατο,1
ἐκβάλλειν,1
ἐπεχείρησεν,1
οὕτε,1
ἰδίας,1
ἐδικάζετο,1
συνῄδει,1
δεδιώς,1
πύθηται,1
διαπραξαίμην,1
ἤλπιζόν,1
ποθεν,1
λήψεσθαι,1
ἔνιοι,1
ἀλλήλοις,1
ἐπιβουλεύουσι,1
τοσούτου,1
λοιδορία,1
παροινία,1
ἄλλη,1
διαφορά,1
οὐδέ,1
ἑωρακώς,1
βουλόμενος,1
κίνδυνον,1
ἐκινδύνευον,1
μέγιστον,1
ἀδικημάτων,1
ὑπ',1
ἠδικημένος,1
παρακαλέσας,1
μάρτυρας,1
ἠσέβουν,1
ἐξόν,1
ἀδίκως,1
μηδένα,1
συνειδέναι,1
ἰδίαν,1
ἁπάσης,1
ὁρῶντες,1
οἷα,1
ἆθλα,1
πρόκειται,1
ἁμαρτημάτων,1
ἄλλους,1
ἐξαμαρτήσονται,1
ὁρῶσι,1
ἔχοντας,1
κάλλιον,1
κειμένους,1
ἐξαλεῖψαι,1
θεῖναι,1
οἵτινες,1
φυλάττοντας,1
ζημίαις,1
ζημιώσουσι,1
βουλομένοις,1
αὐτάς,1
ἁμαρτάνειν,1
πολλήν,1
ποιήσουσι,1
δικαιότερον,1
νόμων,1
πολίτας,1
ἐνεδρεύεσθαι,1
οἵ,1
λάβῃ,1
βούληται,1
χρῆσθαι,1
ἀγῶνες,1
δεινότεροι,1
καθεστήκασιν,1
καταισχύνουσι,1
σώματος,1
ἁπάντων,1
κινδυνεύω,1
ἐπειθόμην,1
